,date,position_lat_deg,position_long_deg,heart_rate,timestamp,hour
3,2019-07-08,42.28100599721074,-83.74054667539895,77.0,2019-07-08 21:04:14,21
4,2019-07-08,42.28104304522276,-83.7406218610704,80.0,2019-07-08 21:04:15,21
5,2019-07-08,42.28105771355331,-83.74062923714519,83.0,2019-07-08 21:04:16,21
