date,position_lat_deg,position_long_deg,day_coords
2019-07-08,42.285218217444644,-83.75125204454417,"(42.285218217444644, -83.75125204454417)"
2019-07-10,42.26888599679253,-83.74252500249294,"(42.26888599679253, -83.74252500249294)"
2019-07-12,42.28931772609524,-83.7641829581733,"(42.28931772609524, -83.7641829581733)"
